	token	upos	ner
2942	presence	NOUN	O
2943	presence	NOUN	O
2944	presence	NOUN	O
2945	presence	NOUN	O
2946	acids	NOUN	O
2947	acids	NOUN	O
2948	acids	NOUN	O
2949	switch	NOUN	O
2950	switch	NOUN	O
2951	clearance	NOUN	O
2952	clearance	NOUN	O
2953	clearance	NOUN	O
2954	clearance	NOUN	O
2955	clearance	NOUN	O
2956	water	NOUN	O
2957	water	NOUN	O
2958	water	NOUN	O
2959	structure	NOUN	O
2960	structure	NOUN	O
2961	structure	NOUN	O
2962	structure	NOUN	O
2963	structure	NOUN	O
2964	litters	NOUN	O
2965	change	NOUN	O
2966	change	NOUN	O
2967	change	NOUN	O
2968	Differences	NOUN	O
2969	inclusion	NOUN	O
2970	inclusion	NOUN	O
2971	inclusion	NOUN	O
2972	length	NOUN	O
2973	element	NOUN	O
2974	element	NOUN	O
2975	element	NOUN	O
2976	advantage	NOUN	O
2977	advantage	NOUN	O
2978	head	NOUN	O
2979	intolerance	NOUN	O
2980	intolerance	NOUN	O
2981	regions	NOUN	O
2982	regions	NOUN	O
2983	ankle	NOUN	O
2984	appearance	NOUN	O
2985	appearance	NOUN	O
2986	display	VERB	O
2987	extent	NOUN	O
2988	extent	NOUN	O
2989	extent	NOUN	O
2990	extent	NOUN	O
2991	absence	NOUN	O
2992	absence	NOUN	O
2993	absence	NOUN	O
2994	absence	NOUN	O
2995	absence	NOUN	O
2996	animals	NOUN	O
2997	animals	NOUN	O
2998	animals	NOUN	O
2999	animals	NOUN	O
3000	health	NOUN	O
3001	analysis	NOUN	O
3002	analysis	NOUN	O
3003	analysis	NOUN	O
3004	analysis	NOUN	O
3005	analysis	NOUN	O
3006	None	NOUN	O
3007	None	NOUN	O
3008	None	NOUN	O
3009	None	NOUN	O
3010	opportunity	NOUN	O
3011	cases	NOUN	O
3012	paper	NOUN	O
3013	paper	NOUN	O
3014	paper	NOUN	O
3015	paper	NOUN	O
3016	paper	NOUN	O
3017	member	NOUN	O
3018	member	NOUN	O
3019	member	NOUN	O
3020	member	NOUN	O
3021	member	NOUN	O
3022	taste	NOUN	O
3023	taste	NOUN	O
3024	taste	NOUN	O
3025	taste	NOUN	O
3026	taste	NOUN	O
3027	changes	NOUN	O
3028	changes	NOUN	O
3029	changes	NOUN	O
3030	changes	NOUN	O
3031	diets	NOUN	O
3032	members	NOUN	O
3033	members	NOUN	O
3034	members	NOUN	O
3035	Introduction	NOUN	O
3036	sequence	NOUN	O
3037	sequence	NOUN	O
3038	sequence	NOUN	O
3039	sequence	NOUN	O
3040	sequence	NOUN	O
3041	smoke	NOUN	O
3042	smoke	NOUN	O
3043	blood	NOUN	O
3044	joints	NOUN	O
3045	joints	NOUN	O
3046	components	NOUN	O
3047	protein	NOUN	O
3048	protein	NOUN	O
3049	protein	NOUN	O
3050	protein	NOUN	O
3051	protein	NOUN	O
3052	experiments	NOUN	O
3053	experiments	NOUN	O
3054	experiments	NOUN	O
3055	experiments	NOUN	O
3056	experiments	NOUN	O
3057	disturbance	NOUN	O
3058	disturbance	NOUN	O
3059	disturbance	NOUN	O
3060	bottom	NOUN	O
3061	humans	NOUN	O
3062	humans	NOUN	O
3063	humans	NOUN	O
3064	humans	NOUN	O
3065	humans	NOUN	O
3066	difficulties	NOUN	O
3067	positives	NOUN	O
3068	positives	NOUN	O
3069	lens	NOUN	O
3070	lens	NOUN	O
3071	lens	NOUN	O
3072	lens	NOUN	O
3073	factors	NOUN	O
3074	factors	NOUN	O
3075	factors	NOUN	O
3076	factors	NOUN	O
3077	factors	NOUN	O
3078	charge	NOUN	O
3079	response	NOUN	O
3080	response	NOUN	O
3081	response	NOUN	O
3082	steps	NOUN	O
3083	steps	NOUN	O
3084	steps	NOUN	O
3085	occasions	NOUN	O
3086	association	NOUN	O
3087	findings	NOUN	O
3088	findings	NOUN	O
3089	findings	NOUN	O
3090	findings	NOUN	O
3091	findings	NOUN	O
3092	sites	NOUN	O
3093	tissue	NOUN	O
3094	tissue	NOUN	O
3095	tissue	NOUN	O
3096	tissue	NOUN	O
3097	tissue	NOUN	O
3098	gas	NOUN	O
3099	difference	NOUN	O
3100	difference	NOUN	O
3101	difference	NOUN	O
3102	example	NOUN	O
3103	checkpoint	NOUN	O
3104	use	NOUN	O
3105	use	NOUN	O
3106	use	NOUN	O
3107	food	NOUN	O
3108	ear	NOUN	O
3109	ear	NOUN	O
3110	ear	NOUN	O
3111	Comments	NOUN	O
3112	sex	NOUN	O
3113	sex	NOUN	O
3114	sex	NOUN	O
3115	sex	NOUN	O
3116	sex	NOUN	O
3117	Figures	NOUN	O
3118	Figures	NOUN	O
3119	forms	NOUN	O
3120	forms	NOUN	O
3121	forms	NOUN	O
3122	forms	NOUN	O
3123	ability	NOUN	O
3124	ability	NOUN	O
3125	ability	NOUN	O
3126	ability	NOUN	O
3127	approach	NOUN	O
3128	approach	NOUN	O
3129	approach	NOUN	O
3130	approach	NOUN	O
3131	approach	NOUN	O
3132	middle	NOUN	O
3133	middle	NOUN	O
3134	middle	NOUN	O
3135	alternative	NOUN	O
3136	exercise	NOUN	O
3137	exercise	NOUN	O
3138	bodies	NOUN	O
3139	bodies	NOUN	O
3140	thousands	NOUN	S-CARDINAL
3141	course	NOUN	O
3142	availability	NOUN	O
3143	availability	NOUN	O
3144	effect	NOUN	O
3145	effect	NOUN	O
3146	effect	NOUN	O
3147	effect	NOUN	O
3148	effect	NOUN	O
3149	percentage	NOUN	O
3150	perspective	NOUN	O
3151	puberty	NOUN	O
3152	regulation	NOUN	O
3153	regulation	NOUN	O
3154	regulation	NOUN	O
3155	species	NOUN	O
3156	species	NOUN	O
3157	species	NOUN	O
3158	species	NOUN	O
3159	species	NOUN	O
3160	moment	NOUN	O
3161	Studies	NOUN	O
3162	Studies	NOUN	O
3163	Studies	NOUN	O
3164	Studies	NOUN	O
3165	plant	NOUN	O
3166	plant	NOUN	O
3167	plant	NOUN	O
3168	plant	NOUN	O
3169	learning	NOUN	O
3170	learning	NOUN	O
3171	learning	VERB	O
3172	learning	NOUN	O
3173	identification	NOUN	O
3174	identification	NOUN	O
3175	identification	NOUN	O
3176	identification	NOUN	O
3177	identification	NOUN	O
3178	child	NOUN	O
3179	patient	NOUN	O
3180	cancer	NOUN	O
3181	influence	NOUN	O
3182	pregnancy	NOUN	O
3183	pregnancy	NOUN	O
3184	pregnancy	NOUN	O
3185	basis	NOUN	O
3186	basis	NOUN	O
3187	aspect	NOUN	O
3188	abnormalities	NOUN	O
3189	abnormalities	NOUN	O
3190	abnormalities	NOUN	O
3191	abnormalities	NOUN	O
3192	abnormalities	NOUN	O
3193	frequency	NOUN	O
3194	frequency	NOUN	O
3195	frequency	NOUN	O
3196	frequency	NOUN	O
3197	bleeding	NOUN	O
3198	bleeding	NOUN	O
3199	task	NOUN	O
3200	task	NOUN	O
3201	behaviors	NOUN	O
3202	techniques	NOUN	O
3203	patients	NOUN	O
3204	patients	NOUN	O
3205	patients	NOUN	O
3206	patients	NOUN	O
3207	Western	ADJ	O
3208	Western	ADJ	O
3209	Western	ADJ	O
3210	testing	NOUN	O
3211	points	NOUN	O
3212	points	NOUN	O
3213	points	NOUN	O
3214	translation	NOUN	O
3215	version	NOUN	O
3216	teeth	NOUN	O
3217	fasting	NOUN	O
3218	fasting	NOUN	O
3219	eye	NOUN	O
3220	eye	NOUN	O
3221	eye	NOUN	O
3222	eye	NOUN	O
3223	eye	NOUN	O
3224	experiment	NOUN	O
3225	experiment	NOUN	O
3226	experiment	NOUN	O
3227	supply	NOUN	O
3228	supply	NOUN	O
3229	exposure	NOUN	O
3230	exposure	NOUN	O
3231	exposure	NOUN	O
3232	exposure	NOUN	O
3233	root	NOUN	O
3234	realization	NOUN	O
3235	area	NOUN	O
3236	area	NOUN	O
3237	area	NOUN	O
3238	area	NOUN	O
3239	tools	NOUN	O
3240	tools	NOUN	O
3241	caffeine	NOUN	O
3242	organisms	NOUN	O
3243	organisms	NOUN	O
3244	organisms	NOUN	O
3245	organisms	NOUN	O
3246	line	NOUN	O
3247	line	NOUN	O
3248	line	NOUN	O
3249	line	NOUN	O
3250	line	NOUN	O
3251	region	NOUN	O
3252	region	NOUN	O
3253	sister	NOUN	O
3254	carrier	NOUN	O
3255	hybrid	ADJ	O
3256	reading	NOUN	O
3257	reading	NOUN	O
3258	accumulation	NOUN	O
3259	accumulation	NOUN	O
3260	accumulation	NOUN	O
3261	accumulation	NOUN	O
3262	plants	NOUN	O
3263	rate	NOUN	O
3264	rate	NOUN	O
3265	deficits	NOUN	O
3266	deficits	NOUN	O
3267	deficits	NOUN	O
3268	deficits	NOUN	O
3269	deficits	NOUN	O
3270	reports	NOUN	O
3271	reports	NOUN	O
3272	strength	NOUN	O
3273	classification	NOUN	O
3274	review	NOUN	O
3275	review	NOUN	O
3276	review	NOUN	O
3277	organ	ADJ	O
3278	organ	NOUN	O
3279	organ	NOUN	O
3280	means	NOUN	O
3281	means	NOUN	O
3282	means	NOUN	O
3283	data	NOUN	O
3284	data	NOUN	O
3285	data	NOUN	O
3286	data	NOUN	O
3287	cloning	NOUN	O
3288	cloning	NOUN	O
3289	cloning	NOUN	O
3290	cloning	NOUN	O
3291	tree	NOUN	O
3292	Does	AUX	O
3293	capacity	NOUN	O
3294	capacity	NOUN	O
3295	kidney	NOUN	O
3296	kidney	NOUN	O
3297	kidney	NOUN	O
3298	kidney	NOUN	O
3299	kidney	NOUN	O
3300	respect	NOUN	O
3301	respect	NOUN	O
3302	respect	NOUN	O
3303	respect	NOUN	O
3304	terms	NOUN	O
3305	terms	NOUN	O
3306	deaths	NOUN	O
3307	processing	NOUN	O
3308	processing	NOUN	O
3309	processing	NOUN	O
3310	processing	NOUN	O
3311	risk	NOUN	O
3312	risk	NOUN	O
3313	risk	NOUN	O
3314	risk	NOUN	O
3315	risk	NOUN	O
3316	opinion	NOUN	O
3317	method	NOUN	O
3318	method	NOUN	O
3319	possibilities	NOUN	O
3320	impression	NOUN	O
3321	memory	NOUN	O
3322	memory	NOUN	O
3323	memory	NOUN	O
3324	memory	NOUN	O
3325	memory	NOUN	O
3326	brains	NOUN	O
3327	brains	NOUN	O
3328	control	NOUN	O
3329	control	NOUN	O
3330	control	NOUN	O
3331	form	VERB	O
3332	form	NOUN	O
3333	form	NOUN	O
3334	context	NOUN	O
3335	context	NOUN	O
3336	zone	NOUN	O
3337	zone	NOUN	O
3338	zone	NOUN	O
3339	zone	NOUN	O
3340	link	NOUN	O
3341	failure	NOUN	O
3342	failure	NOUN	O
3343	failure	NOUN	O
3344	failure	NOUN	O
3345	places	NOUN	O
3346	rat	NOUN	O
3347	rat	NOUN	O
3348	nickel	NOUN	O
3349	nickel	NOUN	O
3350	bulb	NOUN	O
3351	times	NOUN	O
3352	times	NOUN	O
3353	times	NOUN	O
3354	times	NOUN	O
3355	onset	NOUN	O
3356	onset	NOUN	O
3357	onset	NOUN	O
3358	onset	NOUN	O
3359	muscles	NOUN	O
3360	feature	NOUN	O
3361	efficiency	NOUN	O
3362	efficiency	NOUN	O
3363	combination	NOUN	O
3364	combination	NOUN	O
3365	combination	NOUN	O
3366	machine	NOUN	O
3367	culture	NOUN	O
3368	culture	NOUN	O
3369	complexity	NOUN	O
3370	characterization	NOUN	O
3371	characterization	NOUN	O
3372	characterization	NOUN	O
3373	characterization	NOUN	O
3374	characterization	NOUN	O
3375	authors	NOUN	O
3376	authors	NOUN	O
3377	pellets	NOUN	O
3378	pellets	NOUN	O
3379	state	NOUN	O
3380	state	NOUN	O
3381	state	NOUN	O
3382	experience	NOUN	O
3383	experience	NOUN	O
3384	step	NOUN	O
3385	step	NOUN	O
3386	step	NOUN	O
3387	step	NOUN	O
3388	step	NOUN	O
3389	drugs	NOUN	O
3390	drugs	NOUN	O
3391	drugs	NOUN	O
3392	pattern	NOUN	O
3393	pattern	NOUN	O
3394	pattern	NOUN	O
3395	pattern	NOUN	O
3396	pattern	NOUN	O
3397	origin	NOUN	O
3398	recognition	NOUN	O
3399	recognition	NOUN	O
3400	recognition	NOUN	O
3401	observations	NOUN	O
3402	observations	NOUN	O
3403	observations	NOUN	O
3404	observations	NOUN	O
3405	values	NOUN	O
3406	modifications	NOUN	O
3407	modifications	NOUN	O
3408	maintenance	NOUN	O
3409	maintenance	NOUN	O
3410	maintenance	NOUN	O
3411	target	NOUN	O
3412	target	NOUN	O
3413	target	NOUN	O
3414	investigations	NOUN	O
3415	methods	NOUN	O
3416	methods	NOUN	O
3417	organs	NOUN	O
3418	organs	NOUN	O
3419	organs	NOUN	O
3420	organs	NOUN	O
3421	rhythms	NOUN	O
3422	model	NOUN	O
3423	model	NOUN	O
3424	model	NOUN	O
3425	model	NOUN	O
3426	coat	NOUN	O
3427	cell	NOUN	O
3428	cell	NOUN	O
3429	cell	NOUN	O
3430	cell	NOUN	O
3431	cell	NOUN	O
3432	term	NOUN	O
3433	results	NOUN	O
3434	results	NOUN	O
3435	results	NOUN	O
3436	results	NOUN	O
3437	partner	NOUN	O
3438	partner	NOUN	O
3439	partner	NOUN	O
3440	models	NOUN	O
3441	models	NOUN	O
3442	models	NOUN	O
3443	models	NOUN	O
3444	models	NOUN	O
3445	reason	NOUN	O
3446	reason	NOUN	O
3447	impact	NOUN	O
3448	impact	VERB	O
3449	favor	NOUN	O
3450	dog	NOUN	O
3451	movement	NOUN	O
3452	movement	NOUN	O
3453	rise	NOUN	O
3454	rise	NOUN	O
3455	rise	NOUN	O
3456	Results	NOUN	O
3457	care	NOUN	O
3458	function	NOUN	O
3459	function	NOUN	O
3460	function	NOUN	O
3461	function	NOUN	O
3462	turn	NOUN	O
3463	turn	NOUN	O
3464	turn	NOUN	O
3465	turn	NOUN	O
3466	timing	NOUN	O
3467	discovery	NOUN	O
3468	discovery	NOUN	O
3469	discovery	NOUN	O
3470	Green	ADJ	O
3471	peak	NOUN	O
3472	situations	NOUN	O
3473	addition	NOUN	O
3474	addition	NOUN	O
3475	addition	NOUN	O
3476	addition	NOUN	O
3477	addition	NOUN	O
3478	surface	NOUN	O
3479	surface	NOUN	O
3480	surface	NOUN	O
3481	surface	NOUN	O
3482	case	NOUN	O
3483	case	NOUN	O
3484	decision	NOUN	O
3485	lenses	NOUN	O
3486	lenses	NOUN	O
3487	lenses	NOUN	O
3488	generation	NOUN	O
3489	generation	NOUN	O
3490	stop	NOUN	O
3491	obesity	NOUN	O
3492	obesity	NOUN	O
3493	obesity	NOUN	O
3494	obesity	NOUN	O
3495	obesity	NOUN	O
3496	fiber	NOUN	O
3497	fiber	NOUN	O
3498	fiber	NOUN	O
3499	fiber	NOUN	O
3500	dependence	NOUN	O
3501	dependence	NOUN	O
3502	dependence	NOUN	O
3503	factor	NOUN	O
3504	factor	NOUN	O
3505	factor	NOUN	O
3506	factor	NOUN	O
3507	loop	NOUN	O
3508	loop	NOUN	O
3509	loop	NOUN	O
3510	show	VERB	O
3511	show	NOUN	O
3512	weight	NOUN	O
3513	weight	NOUN	O
3514	weight	NOUN	O
3515	degrees	NOUN	O
3516	degrees	NOUN	O
3517	urine	NOUN	O
3518	urine	NOUN	O
3519	hours	NOUN	E-TIME
3520	attempt	NOUN	O
3521	backgrounds	NOUN	O
3522	backgrounds	NOUN	O
3523	backgrounds	NOUN	O
3524	backgrounds	NOUN	O
3525	majority	NOUN	O
3526	strategy	NOUN	O
3527	strategy	NOUN	O
3528	defense	NOUN	O
3529	subjects	NOUN	O
3530	phases	NOUN	O
3531	selection	NOUN	O
3532	selection	NOUN	O
3533	selection	NOUN	O
3534	selection	NOUN	O
3535	share	VERB	O
3536	Table	NOUN	O
3537	Table	NOUN	O
3538	Table	NOUN	O
3539	Table	NOUN	O
3540	Table	NOUN	O
3541	fertilization	NOUN	O
3542	fertilization	NOUN	O
3543	detail	NOUN	O
3544	detail	NOUN	O
3545	burst	NOUN	O
3546	transparency	NOUN	O
3547	Animals	NOUN	O
3548	theory	NOUN	O
3549	development	NOUN	O
3550	development	NOUN	O
3551	development	NOUN	O
3552	month	NOUN	I-DATE
3553	proportion	NOUN	O
3554	correlation	NOUN	O
3555	correlation	NOUN	O
3556	correlation	NOUN	O
3557	correlation	NOUN	O
3558	segments	NOUN	O
3559	segments	NOUN	O
3560	segments	NOUN	O
3561	cord	NOUN	O
3562	cord	NOUN	O
3563	cord	NOUN	O
3564	cord	NOUN	O
3565	cord	NOUN	O
3566	flow	NOUN	O
3567	flow	NOUN	O
3568	potential	NOUN	O
3569	potential	NOUN	O
3570	potential	NOUN	O
3571	potential	NOUN	O
3572	potential	NOUN	O
3573	Mice	NOUN	O
3574	Mice	NOUN	O
3575	inheritance	NOUN	O
3576	metal	NOUN	O
3577	colleagues	NOUN	O
3578	disorder	NOUN	O
3579	disorder	NOUN	O
3580	disorder	NOUN	O
3581	disorder	NOUN	O
3582	efforts	NOUN	O
3583	efforts	NOUN	O
3584	week	NOUN	E-DATE
3585	activation	NOUN	O
3586	activation	NOUN	O
3587	activation	NOUN	O
3588	Stress	NOUN	O
3589	initiation	NOUN	O
3590	diet	NOUN	O
3591	White	PROPN	O
3592	Defects	NOUN	O
3593	harvest	NOUN	O
3594	cohorts	NOUN	O
3595	cohorts	NOUN	O
3596	cohorts	NOUN	O
3597	cohorts	NOUN	O
3598	Support	NOUN	O
3599	cycle	NOUN	O
3600	cycle	NOUN	O
3601	cycle	NOUN	O
3602	cycle	NOUN	O
3603	cycle	NOUN	O
3604	destruction	NOUN	O
3605	destruction	NOUN	O
3606	causes	NOUN	O
3607	disruptions	NOUN	O
3608	disruptions	NOUN	O
3609	disruptions	NOUN	O
3610	contact	NOUN	O
3611	contact	NOUN	O
3612	contact	NOUN	O
3613	contact	VERB	O
3614	individual	NOUN	O
3615	procedures	NOUN	O
3616	output	NOUN	O
3617	output	NOUN	O
3618	presentation	NOUN	O
3619	Raising	VERB	O
3620	checkpoints	NOUN	O
3621	fibers	NOUN	O
3622	reporter	NOUN	O
3623	reporter	NOUN	O
3624	reporter	NOUN	O
3625	reporter	NOUN	O
3626	reporter	NOUN	O
3627	evolution	NOUN	O
3628	evolution	NOUN	O
3629	evolution	NOUN	O
3630	syndrome	NOUN	O
3631	syndrome	NOUN	O
3632	syndrome	NOUN	O
3633	syndrome	NOUN	O
3634	syndrome	NOUN	O
3635	ground	NOUN	O
3636	reduction	NOUN	O
3637	reduction	NOUN	O
3638	reduction	NOUN	O
3639	reduction	NOUN	O
3640	reduction	NOUN	O
3641	genes	NOUN	O
3642	genes	NOUN	O
3643	genes	NOUN	O
3644	genes	NOUN	O
3645	genes	NOUN	O
3646	research	NOUN	O
3647	production	NOUN	O
3648	production	NOUN	O
3649	Brown	PROPN	E-WORK_OF_ART
3650	acid	NOUN	O
3651	acid	NOUN	O
3652	acid	NOUN	O
3653	acid	NOUN	O
3654	year	NOUN	E-DATE
3655	machinery	NOUN	O
3656	machinery	NOUN	O
3657	Third	ADV	S-ORDINAL
3658	Third	ADV	S-ORDINAL
3659	Absorption	NOUN	O
3660	ball	NOUN	O
3661	fat	NOUN	O
3662	fat	NOUN	O
3663	fat	NOUN	O
3664	spread	NOUN	O
3665	Analysis	NOUN	O
3666	Analysis	NOUN	O
3667	injury	NOUN	O
3668	injury	NOUN	O
3669	relation	NOUN	O
3670	shift	NOUN	O
3671	birth	NOUN	O
3672	birth	NOUN	O
3673	birth	NOUN	O
3674	birth	NOUN	O
3675	birth	NOUN	O
3676	file	NOUN	O
3677	file	NOUN	O
3678	panel	NOUN	O
3679	panel	NOUN	O
3680	panel	NOUN	O
3681	layers	NOUN	O
3682	layers	NOUN	O
3683	maze	NOUN	O
3684	help	NOUN	O
3685	New	ADJ	O
3686	technique	NOUN	O
3687	technique	NOUN	O
3688	insight	NOUN	O
3689	insight	NOUN	O
3690	sand	NOUN	O
3691	processes	NOUN	O
3692	deafness	NOUN	O
3693	deafness	NOUN	O
3694	examination	NOUN	O
3695	examination	NOUN	O
3696	targets	NOUN	O
3697	targets	NOUN	O
3698	targets	NOUN	O
3699	knowledge	NOUN	O
3700	knowledge	NOUN	O
3701	involvement	NOUN	O
3702	involvement	NOUN	O
3703	involvement	NOUN	O
3704	breeding	NOUN	O
3705	breeding	NOUN	O
3706	breeding	NOUN	O
3707	gene	NOUN	O
3708	gene	NOUN	O
3709	gene	NOUN	O
3710	gene	NOUN	O
3711	gene	NOUN	O
3712	modification	NOUN	O
3713	modification	NOUN	O
3714	modification	NOUN	O
3715	programs	NOUN	O
3716	programs	NOUN	O
3717	programs	NOUN	O
3718	liver	NOUN	O
3719	liver	NOUN	O
3720	liver	NOUN	O
3721	oxygen	NOUN	O
3722	signal	NOUN	O
3723	signal	NOUN	O
3724	signal	NOUN	O
3725	signal	NOUN	O
3726	signal	NOUN	O
3727	roles	NOUN	O
3728	roles	NOUN	O
3729	exit	NOUN	O
3730	Family	NOUN	O
3731	event	NOUN	O
3732	attack	NOUN	O
3733	obstacle	NOUN	O
3734	horns	NOUN	O
3735	century	NOUN	E-DATE
3736	complex	NOUN	O
3737	complex	ADJ	O
3738	complex	NOUN	O
3739	complex	NOUN	O
3740	complex	NOUN	O
3741	consideration	NOUN	O
3742	consideration	NOUN	O
3743	organization	NOUN	O
3744	organization	NOUN	O
3745	organization	NOUN	O
3746	organization	NOUN	O
3747	organization	NOUN	O
3748	reductions	NOUN	O
3749	stripes	NOUN	O
3750	stripes	NOUN	O
3751	borders	NOUN	O
3752	determinations	NOUN	O
3753	determinations	NOUN	O
3754	impairment	NOUN	O
3755	impairment	NOUN	O
3756	impairment	NOUN	O
3757	impairment	NOUN	O
3758	impairment	NOUN	O
3759	manner	NOUN	O
3760	manner	NOUN	O
3761	manner	NOUN	O
3762	formation	NOUN	O
3763	formation	NOUN	O
3764	formation	NOUN	O
3765	formation	NOUN	O
3766	box	NOUN	O
3767	box	NOUN	O
3768	tool	NOUN	O
3769	fungi	NOUN	O
3770	fungi	NOUN	O
3771	fungi	NOUN	O
3772	burden	NOUN	O
3773	volunteers	NOUN	O
3774	strains	NOUN	O
3775	strains	NOUN	O
3776	strains	NOUN	O
3777	strains	NOUN	O
3778	strains	NOUN	O
3779	Changes	NOUN	O
3780	content	NOUN	O
3781	content	NOUN	O
3782	layer	NOUN	O
3783	themes	NOUN	O
3784	feasibility	NOUN	O
3785	feasibility	NOUN	O
3786	resistance	NOUN	O
3787	resistance	NOUN	O
3788	resistance	NOUN	O
3789	resistance	NOUN	O
3790	resistance	NOUN	O
3791	commonplace	ADJ	O
3792	population	NOUN	O
3793	population	NOUN	O
3794	population	NOUN	O
3795	population	NOUN	O
3796	literature	NOUN	O
3797	specification	NOUN	O
3798	specification	NOUN	O
3799	specification	NOUN	O
3800	specification	NOUN	O
3801	receptors	NOUN	O
3802	receptors	NOUN	O
3803	receptors	NOUN	O
3804	receptors	VERB	O
3805	receptors	NOUN	O
3806	chemical	ADJ	O
3807	chemical	ADJ	O
3808	chemical	ADJ	O
3809	tension	NOUN	O
3810	environments	NOUN	O
3811	discharge	NOUN	O
3812	exchange	NOUN	O
3813	exchange	NOUN	O
3814	location	NOUN	O
3815	location	NOUN	O
3816	mechanism	NOUN	O
3817	mechanism	NOUN	O
3818	mechanism	NOUN	O
3819	mechanism	NOUN	O
3820	reversal	NOUN	O
3821	reversal	NOUN	O
3822	depletion	NOUN	O
3823	depletion	NOUN	O
3824	depletion	NOUN	O
3825	depletion	NOUN	O
3826	depletion	NOUN	O
3827	influences	NOUN	O
3828	accessibility	NOUN	O
3829	respects	NOUN	O
3830	chow	NOUN	O
3831	chow	NOUN	O
3832	chow	NOUN	O
3833	chow	NOUN	O
3834	chow	NOUN	O
3835	virus	NOUN	O
3836	virus	NOUN	O
3837	embryos	NOUN	O
3838	embryos	NOUN	O
3839	embryos	NOUN	O
3840	embryos	NOUN	O
3841	embryos	NOUN	O
3842	degeneration	NOUN	O
3843	degeneration	NOUN	O
3844	degeneration	NOUN	O
3845	degeneration	NOUN	O
3846	degeneration	NOUN	O
3847	markers	NOUN	O
3848	management	NOUN	O
3849	management	NOUN	O
3850	responses	NOUN	O
3851	responses	NOUN	O
3852	maps	NOUN	O
3853	limbs	NOUN	O
3854	patterning	NOUN	O
3855	patterning	NOUN	O
3856	patterning	NOUN	O
3857	patterning	NOUN	O
3858	patterning	NOUN	O
3859	significance	NOUN	O
3860	significance	NOUN	O
3861	significance	NOUN	O
3862	significance	NOUN	O
3863	dosage	NOUN	O
3864	unit	NOUN	O
3865	lines	NOUN	O
3866	lines	NOUN	O
3867	lines	NOUN	O
3868	lines	NOUN	O
3869	lines	NOUN	O
3870	sequencing	NOUN	O
3871	sequencing	NOUN	O
3872	signature	NOUN	O
3873	signature	NOUN	O
3874	salt	NOUN	O
3875	populations	NOUN	O
3876	nails	NOUN	O
3877	individuals	NOUN	O
3878	individuals	NOUN	O
3879	endings	NOUN	O
3880	variation	NOUN	O
3881	variation	NOUN	O
3882	variation	NOUN	O
3883	variation	NOUN	O
3884	application	NOUN	O
3885	application	NOUN	O
3886	orders	NOUN	O
3887	outcomes	NOUN	O
3888	fractions	NOUN	O
3889	fractions	NOUN	O
3890	touch	NOUN	O
3891	losses	NOUN	O
3892	determination	NOUN	O
3893	determination	NOUN	O
3894	deletion	NOUN	O
3895	deletion	NOUN	O
3896	deletion	NOUN	O
3897	deletion	NOUN	O
3898	deletion	NOUN	O
3899	targeting	VERB	O
3900	membrane	NOUN	O
3901	membrane	NOUN	O
3902	membrane	NOUN	O
3903	membrane	NOUN	O
3904	draft	NOUN	O
3905	property	NOUN	O
3906	property	NOUN	O
3907	introduction	NOUN	O
3908	prediction	NOUN	O
3909	effectiveness	NOUN	O
3910	concentrations	NOUN	O
3911	concentrations	NOUN	O
3912	transcripts	NOUN	O
3913	transcripts	NOUN	O
3914	arrest	NOUN	O
3915	arrest	NOUN	O
3916	arrest	NOUN	O
3917	arrest	NOUN	O
3918	arrest	NOUN	O
3919	channel	NOUN	O
3920	channel	NOUN	O
3921	Region	PROPN	O
3922	mutations	NOUN	O
3923	mutations	NOUN	O
3924	mutations	NOUN	O
3925	mutations	NOUN	O
3926	mutations	NOUN	O
3927	pups	NOUN	O
3928	pups	NOUN	O
3929	agent	NOUN	O
3930	transcription	NOUN	O
3931	transcription	NOUN	O
3932	transcription	NOUN	O
3933	transcription	NOUN	O
3934	transcription	NOUN	O
3935	system	NOUN	O
3936	system	NOUN	O
3937	system	NOUN	O
3938	system	NOUN	O
3939	system	NOUN	O
3940	migration	NOUN	O
3941	migration	NOUN	O
3942	migration	NOUN	O
3943	subset	NOUN	O
3944	subset	NOUN	O
3945	subset	NOUN	O
3946	subset	NOUN	O
3947	subset	NOUN	O
3948	extension	NOUN	O
3949	extension	NOUN	O
3950	vertebrates	NOUN	O
3951	vertebrates	NOUN	O
3952	vertebrates	NOUN	O
3953	vertebrates	NOUN	O
3954	vertebrates	NOUN	O
3955	pigmentation	NOUN	O
3956	pigmentation	NOUN	O
3957	retinas	NOUN	O
3958	Gene	PROPN	B-ORG
3959	Gene	NOUN	S-PERSON
3960	boundaries	NOUN	O
3961	transporter	NOUN	O
3962	transporter	NOUN	O
3963	vertebrate	ADJ	O
3964	vertebrate	ADJ	O
3965	vertebrate	ADJ	O
3966	integration	NOUN	O
3967	integration	NOUN	O
3968	breakdown	NOUN	O
3969	breakdown	NOUN	O
3970	breakdown	NOUN	O
3971	analyses	NOUN	O
3972	analyses	NOUN	O
3973	analyses	NOUN	O
3974	analyses	NOUN	O
3975	analyses	NOUN	O
3976	ethanol	NOUN	O
3977	ovulation	NOUN	O
3978	trap	NOUN	O
3979	principal	ADJ	O
3980	disk	NOUN	O
3981	disk	NOUN	O
3982	disk	NOUN	O
3983	pressure	NOUN	O
3984	pressure	NOUN	O
3985	pressure	NOUN	O
